         73065575 function calls (72108445 primitive calls) in 193.787 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       34    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:806(__call__)
       45    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:56(data)
     9591    0.003    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:575(function_type)
     5935    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1680(has_active_try)
        1    0.000    0.000    0.004    0.004 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/typed/typedlist.py:1(<module>)
       50    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:634(entry_points)
      396    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:159(<listcomp>)
        1    0.000    0.000    0.004    0.004 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arraymath.py:1(<module>)
      236    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:951(get_python_api)
      775    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/backend_bases.py:766(__init__)
      212    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/base.py:491(unpack_value)
     1284    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:2391(_iter_break_from_left_to_right)
     2544    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1197(_set_markercolor)
       40    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:44(size)
     5927    0.003    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:280(_is_implicit_new_block)
       44    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/context.py:329(resolve_setitem)
      594    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/builder.py:539(not_)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:75(__init__)
        7    0.000    0.000    0.004    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:442(make_view)
    59974    0.004    0.000    0.004    0.000 {built-in method time.perf_counter}
     3062    0.003    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/_api/__init__.py:64(check_isinstance)
      367    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/module.py:189(functions)
      165    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/text.py:194(update)
      318    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:82(load_from_data_pointer)
     3859    0.003    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:181(_add_filter)
    20418    0.004    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/npytypes.py:482(key)
     5544    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:583(<genexpr>)
      652    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:806(descr)
      154    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:138(_load_effective_address)
     2992    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:281(convert_yunits)
     1197    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2968(__init__)
     3136    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:1553(get_definition)
      236    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:167(__init__)
     5752    0.003    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:498(__eq__)
        1    0.000    0.000    0.004    0.004 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:5364(codegen)
       29    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/listobj.py:34(get_itemsize)
      456    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/itanium_mangler.py:118(<listcomp>)
       76    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:1056(_find_spec)
     4274    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:684(get_type)
     2263    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:331(on_other)
      652    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:794(__init__)
       38    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/path.py:502(contains_point)
       69    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:101(_iterated_domfronts)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/bytecode.py:274(dump)
        2    0.000    0.000    0.004    0.002 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/imputils.py:362(call_iternext)
        6    0.000    0.000    0.004    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/callwrapper.py:66(emit_cleanup)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/packer.py:104(from_arguments)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:160(_run_block_analysis)
       77    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/pythonapi.py:287(err_set_string)
      652    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/builder.py:629(select)
      138    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:262(backbone)
      867    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/lines.py:1138(set_linestyle)
     1158    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/itanium_mangler.py:63(_escape_string)
       69    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:2031(raise_on_unsupported_feature)
     3312    0.002    0.000    0.004    0.000 <frozen os>:674(__getitem__)
      828    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typeinfer.py:1106(copy_type)
      5/1    0.000    0.000    0.004    0.004 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/offsetbox.py:406(draw)
      941    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1833(frozen)
       17    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:191(apply)
      519    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:650(set)
       69    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:496(peep_hole_call_function_ex_to_call_function_kw)
      106    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:147(load_data)
     3526    0.003    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:2011(_setattr_cm)
     2068    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:1185(get_or_define)
      420    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:487(enter_context)
      367    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/module.py:248(_dispose)
    46636    0.004    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/values.py:554(_get_name)
      919    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/fromnumeric.py:200(reshape)
     3859    0.003    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:466(__enter__)
    28637    0.004    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/event.py:148(is_end)
      399    0.000    0.000    0.004    0.000 <frozen posixpath>:397(abspath)
     2731    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:34(<listcomp>)
      333    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:833(_cast_var)
    44739    0.004    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/artist.py:293(axes)
       70    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/npyimpl.py:67(__init__)
      128    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/interpreter.py:2831(_op_JUMP_IF)
     2722    0.002    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:1577(make_temp)
     1794    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_machinery.py:188(_validate_pass)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:226(_post_doms)
       18    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/patches.py:579(draw)
      318    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/lowering.py:412(pre_block)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:557(_find_post_dominators)
     3131    0.001    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:368(op_CACHE)
    42749    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.004    0.004 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/arrayobj.py:1(<module>)
     4174    0.003    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/controlflow.py:601(push_state)
       69    0.000    0.000    0.004    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/packer.py:109(<listcomp>)
      852    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/transforms.py:1998(rotate_deg)
     3132    0.002    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/bytecode.py:281(<genexpr>)
      149    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/path.py:279(__deepcopy__)
     2634    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/core/getlimits.py:612(tiny)
     1419    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir.py:1194(redefine)
       69    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/untyped_passes.py:304(run_pass)
      304    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/numbers.py:1256(literal_int_to_number)
       50    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py:930(read_text)
     3381    0.002    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/npytypes.py:523(__repr__)
   980/48    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ast.py:414(visit)
      138    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/itanium_mangler.py:163(mangle_args)
       22    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/cpython/numbers.py:629(real_div_impl)
     6468    0.002    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:2309(_unpack_to_numpy)
      246    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ssa.py:350(_find_def)
   980/48    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/np/ufunc/array_exprs.py:333(generic_visit)
     5382    0.002    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/compiler_machinery.py:432(get)
      252    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/templates.py:1021(resolve)
        6    0.000    0.000    0.003    0.001 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numpy/ma/core.py:5760(min)
        1    0.000    0.000    0.003    0.003 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/typed/typeddict.py:1(<module>)
      665    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/ir/instructions.py:226(__init__)
      138    0.003    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/ir_utils.py:1563(build_definitions)
      306    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/llvmlite/binding/module.py:76(_dispose)
      378    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/datamodel/models.py:459(as_argument)
   980/48    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/ast.py:488(generic_visit)
      138    0.000    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/itanium_mangler.py:167(<listcomp>)
      864    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/byteflow.py:467(op_LOAD_FAST)
     2486    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/typing/npydecl.py:51(<listcomp>)
      530    0.001    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/numba/core/types/npytypes.py:444(__init__)
       76    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
     2771    0.003    0.000    0.003    0.000 {built-in method numpy.zeros}
     2865    0.002    0.000    0.003    0.000 /Users/lilli/Desktop/ISSI_code/.venv/lib/python3.11/site-packages/matplotlib/cbook.py:909(get_siblings)
